Name,Age,Nationality,Fifa Score,Club,Value,Salary,Continent
D. Marino,28,Italy,57,Ternana,€80K,€1K,EU'
C. Lang,18,England,57,Morecambe,€220K,€1K,
O. Al Khalaf,20,Saudi Arabia,57,Ettifaq FC,€180K,€2K,AS'
F. Sollacaro,23,France,57,AC Ajaccio,€110K,€1K,EU'
K. Mori,20,Japan,57,Ventforet Kofu,€230K,€1K,AS'
M. Akoto,20,Ghana,57,SV Wehen Wiesbaden,€210K,€1K,AF'
J. Lucumi,19,Colombia,57,Asociacion Deportivo Cali,€200K,€1K,SA'
T. Koopmeiners,19,Netherlands,57,AZ Alkmaar,€200K,€1K,EU'
M. Oxborrow,22,Australia,57,Brisbane Roar,€140K,€1K,OC'
M. Afaker,18,Netherlands,57,Excelsior,€220K,€1K,EU'
K. Knoyle,20,England,57,Swindon Town,€160K,€2K,
S. Tanabe,27,Japan,57,F.C. Tokyo,€90K,€2K,AS'
D. Pender,32,Republic of Ireland,57,Bohemian FC,€60K,€1K,
S. García,22,Colombia,57,Tigres FC,€170K,€1K,SA'
D. Tomić,19,Germany,57,1. FC Kaiserslautern,€190K,€1K,EU'
D. Gorman,21,Northern Ireland,57,Stevenage,€160K,€2K,
L. Lescano,17,Argentina,57,Chacarita Juniors,€210K,€1K,SA'
J. Sullivan,26,Republic of Ireland,57,Bray Wanderers,€100K,€1K,
V. Mustafa,19,Albania,57,1. FC Kaiserslautern,€180K,€1K,EU'
A. Halme,19,Finland,57,HJK Helsinki,€150K,€1K,EU'
B. Rivero,21,Argentina,57,Newell's Old Boys,€150K,€2K,SA'
J. Vollert,19,Germany,57,Werder Bremen II,€160K,€1K,EU'
J. Vall,24,Sweden,57,IFK Norrköping,€120K,€1K,EU'
S. Hraiech,21,Italy,57,Carpi,€150K,€1K,EU'
A. Holst,24,Denmark,57,FC Helsingør,€130K,€1K,EU'
M. Kryczka,24,Poland,57,Wisła Płock,€100K,€1K,EU'
F. El Bakhtaoui,24,France,57,Dundee FC,€150K,€1K,EU'
O. Ottesen,18,Denmark,57,FC Midtjylland,€120K,€1K,EU'
J. Ibáñez,21,Argentina,57,Chacarita Juniors,€170K,€2K,SA'
J. McKay,20,Scotland,57,Leeds United,€170K,€4K,
S. Dahlström,20,Finland,57,HJK Helsinki,€170K,€1K,EU'
N. Mortensen,23,Denmark,57,FC Helsingør,€150K,€2K,EU'
A. Berezin,24,Russia,57,Arsenal Tula,€110K,€2K,
P. McKay,20,Scotland,57,Leeds United,€160K,€3K,
T. Elšnik,19,Slovenia,57,Swindon Town,€220K,€4K,EU'
D. Rasak,21,Poland,57,Wisła Płock,€140K,€1K,EU'
F. Corapi,31,Italy,57,Parma,€90K,€1K,EU'
S. Rodas,27,Colombia,57,Alianza Petrolera,€80K,€1K,SA'
O. Sterling-James,23,St Kitts Nevis,57,Mansfield Town,€140K,€3K,
J. Doyle,20,England,57,Blackburn Rovers,€130K,€1K,
P. Mazzocchi,21,Italy,57,Parma,€160K,€1K,EU'
G. Ferreyra,21,Argentina,57,Arsenal de Sarandí,€160K,€1K,SA'
M. Harzan,28,Saudi Arabia,57,Ohod Club,€100K,€3K,AS'
G. Maris,21,England,57,Cambridge United,€230K,€2K,
M. Juel Andersen,19,Denmark,57,Brøndby IF,€160K,€1K,EU'
B. Sollander,32,Sweden,57,Östersunds FK,€80K,€1K,EU'
M. Worthington,19,England,57,Yeovil Town,€220K,€5K,
M. Warren,20,England,57,Rotherham United,€200K,€1K,
P. Jensen,19,Denmark,57,FC Nordsjælland,€100K,€1K,EU'
K. Genaro,25,Argentina,57,Patriotas Boyacá FC,€130K,€1K,SA'
B. Baku,19,Germany,57,1. FSV Mainz 05,€220K,€2K,EU'
F. Pizzicanella,21,Argentina,57,Atlético Tucumán,€120K,€1K,SA'
S. Custers,17,Netherlands,57,VVV-Venlo,€170K,€1K,EU'
D. Cawley,25,Republic of Ireland,57,Galway United,€130K,€1K,
G. Larsonneur,20,France,57,Stade Brestois 29,€160K,€1K,EU'
L. Hurtado,22,Colombia,57,Águilas Doradas,€160K,€1K,SA'
C. Dawson,21,England,57,Sheffield Wednesday,€130K,€4K,
R. Pyke,19,England,57,Port Vale,€200K,€4K,
E. Boyle,20,Republic of Ireland,57,Finn Harps,€160K,€1K,
J. Williams,24,England,57,Rochdale,€140K,€1K,
M. Sprang,16,Germany,57,FSV Zwickau,€140K,€1K,EU'
J. Valadez,21,Mexico,57,Monarcas Morelia,€210K,€1K,NA'
J. Rodríguez,21,Mexico,57,Club León,€150K,€3K,NA'
F. Bertoli,20,Italy,57,Brescia,€170K,€1K,EU'
H. Föll,19,Germany,57,Hansa Rostock,€220K,€1K,EU'
C. Day,41,England,57,Stevenage,€10K,€1K,
W. Cuesta,24,Colombia,57,Deportes Tolima,€100K,€1K,SA'
T. Adebayo-Rowling,20,England,57,Sligo Rovers,€160K,€1K,
A. Hlynsson,17,Iceland,57,Brøndby IF,€210K,€2K,EU'
N. Amamoo,19,Germany,57,Karlsruher SC,€220K,€1K,EU'
A. Flood,32,Republic of Ireland,57,Bray Wanderers,€80K,€1K,
L. Bilboe,19,England,57,Rotherham United,€180K,€1K,
C. Velásquez,19,Colombia,57,Envigado FC,€220K,€1K,SA'
Y. Horigome,24,Japan,57,Ventforet Kofu,€130K,€1K,AS'
H. Garba,23,Nigeria,57,Djurgårdens IF,€140K,€1K,AF'
J. Löwe,18,Germany,57,SG Dynamo Dresden,€210K,€1K,EU'
A. Bonilla,23,Colombia,57,Tigres FC,€150K,€1K,SA'
R. Schmid,17,Austria,57,FC Red Bull Salzburg,€230K,€3K,EU'
N. Leemhuis,19,Netherlands,57,Heracles Almelo,€150K,€1K,EU'
A. Ralston,18,Scotland,57,Celtic,€190K,€3K,
L. Al Rashdi,22,Saudi Arabia,57,Ettifaq FC,€120K,€2K,AS'
M. Warren,25,Australia,57,Perth Glory,€100K,€1K,OC'
R. Rosenqvist,20,Sweden,57,IF Elfsborg,€150K,€1K,EU'
E. Orona,18,Mexico,57,Pachuca,€220K,€3K,NA'
G. Murray,23,Republic of Ireland,57,Bohemian FC,€110K,€1K,
M. Cheukoua,20,Cameroon,57,SCR Altach,€170K,€2K,AF'
M. Maroši,23,Slovakia,57,Doncaster Rovers,€100K,€1K,
J. Tamimi,22,Sweden,57,Jönköpings Södra IF,€140K,€1K,EU'
M. Raguž,19,Austria,57,LASK Linz,€220K,€2K,EU'
J. Valencia,17,Colombia,57,CD Los Millionarios Bogota,€210K,€1K,SA'
F. Canlı,20,Turkey,57,Evkur Yeni Malatyaspor,€170K,€2K,AS'
C. Durkin,17,United States,57,D.C. United,€180K,€1K,
A. Elvira,20,Mexico,57,U.N.A.M.,€120K,€2K,NA'
M. Dekovic,23,Croatia,57,Chicago Fire Soccer Club,€120K,€1K,EU'
A. Ceylan,19,Germany,57,SC Fortuna Köln,€180K,€1K,EU'
M. Al Shahrani,21,Saudi Arabia,57,Al Nassr,€150K,€4K,AS'
Manu Cedrón,21,Spain,57,CD Lugo,€130K,€1K,EU'
M. Stevens,19,England,57,Peterborough United,€200K,€1K,
A. Al Joui,22,Saudi Arabia,57,Al Batin,€180K,€2K,AS'
B. Sielewski,32,Poland,57,Wisła Płock,€60K,€1K,EU'
Y. Khormi,19,Saudi Arabia,57,Al Ittihad,€190K,€3K,AS'
A. García,23,Colombia,57,Atlético Huila,€110K,€1K,SA'
B. Diakité,19,France,57,Chamois Niortais FC,€170K,€1K,EU'
A. Campion,27,France,57,Cork City,€120K,€1K,EU'
T. Allemand,18,France,57,Chamois Niortais FC,€190K,€1K,EU'
I. Madi,19,France,57,Nîmes Olympique,€190K,€1K,EU'
A. Al Yahya,28,Saudi Arabia,57,Ohod Club,€110K,€4K,AS'
M. Wolfram,20,Germany,57,FC Carl Zeiss Jena,€190K,€1K,EU'
F. Brener,19,Argentina,57,Belgrano de Córdoba,€190K,€1K,SA'
M. Ridenton,21,New Zealand,57,Wellington Phoenix,€140K,€1K,OC'
J. Thorsen,27,Denmark,57,AC Horsens,€120K,€2K,EU'
O. Krusnell,18,Sweden,57,Hammarby IF,€150K,€1K,EU'
Wanderson,22,Brazil,57,AFC Eskilstuna,€130K,€1K,SA'
R. McCourt,19,Republic of Ireland,57,West Bromwich Albion,€200K,€4K,
A. Bass,19,England,57,Portsmouth,€140K,€1K,
B. Martínez,21,Mexico,57,Querétaro,€170K,€2K,NA'
K. Scherbakov,20,Russia,57,Spartak Moscow,€140K,€5K,
A. Santopadre,18,Italy,57,Perugia,€170K,€1K,EU'
E. Ebosse,18,France,57,RC Lens,€190K,€1K,EU'
A. Wolniewicz,24,Poland,57,Górnik Zabrze,€110K,€1K,EU'
R. Donelon,21,Republic of Ireland,57,Sligo Rovers,€160K,€1K,
A. Helmersen,19,Norway,57,Rosenborg BK,€220K,€1K,EU'
H. Limb,17,England,57,Burnley,€210K,€5K,
O. Kiomourtzoglou,19,Germany,57,SpVgg Unterhaching,€200K,€1K,EU'
T. Figueroa,22,Argentina,57,Vélez Sarsfield,€110K,€1K,SA'
R. Suzuki,23,Japan,57,Gamba Osaka,€100K,€1K,AS'
B. Olszewski,21,Poland,57,Górnik Zabrze,€130K,€1K,EU'
A. Al Shammari,23,Saudi Arabia,57,Al Taawoun,€120K,€3K,AS'
A. Hunter,21,England,57,Fleetwood Town,€230K,€1K,
H. Flowers,21,England,57,Burnley,€140K,€5K,
N. Maná,23,Argentina,57,San Martín de San Juan,€140K,€2K,SA'
D. Ledecký,23,Poland,57,Górnik Zabrze,€140K,€1K,EU'
D. Hawkshaw,20,Scotland,57,Kilmarnock,€160K,€1K,
K. Petratos,19,Australia,57,Newcastle Jets,€220K,€1K,OC'
T. Williams,33,New Zealand,57,,€0,€0.00,OC'
L. Ovalle,28,Panama,57,Deportes Tolima,€80K,€1K,NA'
F. Dornebusch,22,Germany,57,VfL Bochum,€120K,€2K,EU'
F. Buntić,20,Croatia,57,FC Ingolstadt 04,€190K,€2K,EU'
F. Serraiocco,23,Italy,57,Carpi,€100K,€1K,EU'
F. Hayakawa,23,Japan,57,Albirex Niigata,€120K,€1K,AS'
H. Balic,21,Bosnia Herzegovina,57,SKN St. Pölten,€140K,€2K,
B. Bye,27,Norway,57,Sogndal,€120K,€1K,EU'
Y. Ito,24,Japan,57,Albirex Niigata,€130K,€1K,AS'
K. Ahearne-Grant,19,England,57,Charlton Athletic,€220K,€1K,
N. Freeman,21,England,57,Wycombe Wanderers,€150K,€2K,
M. O'Leary,20,England,57,Bristol City,€140K,€3K,
L. Grace,24,Republic of Ireland,57,Shamrock Rovers,€130K,€1K,
M. Timlin,22,Republic of Ireland,57,Finn Harps,€160K,€1K,
N. Sakai,24,Japan,57,Albirex Niigata,€110K,€1K,AS'
T. Gran,18,Norway,57,Lillestrøm SK,€240K,€1K,EU'
A. Timofeev,21,Russia,57,FC Ural,€130K,€2K,
J. Meneses,33,Colombia,57,CD America de Cali,€50K,€1K,SA'
M. Wilks,18,England,57,Accrington Stanley,€220K,€3K,
M. Chajia,19,Belgium,57,Novara,€170K,€1K,EU'
J. Ochoa,20,Colombia,57,Envigado FC,€140K,€1K,SA'
N. Seufert,20,Germany,57,1. FC Kaiserslautern,€230K,€2K,EU'
S. Aziz,25,Sweden,57,GIF Sundsvall,€130K,€1K,EU'
E. Zharikov,19,Russia,57,FC Ural,€180K,€1K,
G. Mastinu,25,Italy,57,La Spezia,€130K,€1K,EU'
N. Landgraf,21,Germany,57,Hallescher FC,€130K,€1K,EU'
A. Fletcher,18,England,57,Plymouth Argyle,€220K,€1K,
C. Burton,20,England,57,Hull City,€150K,€1K,
C. Cooper,20,England,57,Forest Green,€180K,€2K,
M. Najjar,22,Saudi Arabia,57,Al Qadisiyah,€170K,€2K,AS'
O. Kolak,20,Turkey,57,Antalyaspor,€160K,€2K,AS'
T. Mauricio,23,France,57,Valenciennes FC,€140K,€1K,EU'
Kim Moo Gun,20,Korea Republic,57,Jeju United FC,€160K,€1K,
H. Muñoz,22,Mexico,57,Club Tijuana,€130K,€2K,NA'
R. Öktem,20,Turkey,57,Alanyaspor,€180K,€2K,AS'
H. Traorè,17,Ivory Coast,57,Empoli,€230K,€1K,
G. Sava,30,Romania,57,Dundalk,€70K,€1K,EU'
V. Vujinovic,18,Germany,57,Karlsruher SC,€220K,€1K,EU'
Y. Martelat,20,France,57,Olympique Lyonnais,€200K,€6K,EU'
Z. Westbrooke,20,England,57,Brentford,€230K,€5K,
N. McGinley,20,England,57,Middlesbrough,€200K,€2K,
D. Srnić,25,Serbia,57,Śląsk Wrocław,€110K,€1K,EU'
M. Köbbing,20,Germany,57,1. FC Heidenheim,€160K,€1K,EU'
R. Cardozo,28,Paraguay,57,Águilas Doradas,€80K,€1K,SA'
M. Delley,28,Switzerland,57,FC Lausanne-Sports,€100K,€2K,EU'
Yu In Soo,22,Korea Republic,57,F.C. Tokyo,€150K,€2K,
J. Earl,18,England,57,Preston North End,€150K,€1K,
R. Cole,19,England,57,Newport County,€220K,€3K,
R. Bushiri,17,Belgium,57,KV Oostende,€180K,€1K,EU'
A. Cavagnera,18,Belgium,57,Standard de Liège,€190K,€1K,EU'
Y. Mersin,22,Turkey,57,Crawley Town,€110K,€1K,AS'
J. Torres,20,Colombia,57,Atlético Bucaramanga,€210K,€1K,SA'
N. D'Agostino,19,Australia,57,Brisbane Roar,€170K,€1K,OC'
D. Casey,19,Republic of Ireland,57,Bohemian FC,€150K,€1K,
N. Depuy,22,United States,57,Montreal Impact,€140K,€1K,
M. Nazarit,19,Colombia,57,CD Once Caldas Manizales,€130K,€1K,SA'
E. Whitehouse,23,England,57,Lincoln City,€160K,€2K,
M. Quiñones,21,Colombia,57,Deportivo Pasto,€120K,€1K,SA'
V. Müller,18,Austria,57,SCR Altach,€160K,€1K,EU'
G. Chará,21,Colombia,57,Asociacion Deportivo Cali,€150K,€1K,SA'
J. Hayes,22,United States,57,FC Dallas,€160K,€1K,
O. Güçtekin,18,Turkey,57,Fenerbahçe SK,€190K,€4K,AS'
M. Kelly,19,Scotland,57,Bristol Rovers,€130K,€1K,
H. Arellano,19,United States,57,LA Galaxy,€160K,€1K,
N. Bürgy,21,Switzerland,57,FC Thun,€160K,€2K,EU'
S. Lomónaco,18,Argentina,57,Arsenal de Sarandí,€220K,€1K,SA'
B. Kasprzak,24,Poland,57,Sandecja Nowy Sącz,€140K,€1K,EU'
A. Peñaranda,23,Colombia,57,Corporación Club Deportivo Tuluá,€140K,€1K,SA'
A. Azbague,22,Morocco,57,Valenciennes FC,€170K,€1K,AF'
Jong Il Gwan,24,Korea DPR,57,FC Luzern,€140K,€2K,
U. Fredriksen,18,Norway,57,Sogndal,€190K,€1K,EU'
L. Fitzgerald,28,Republic of Ireland,57,Bohemian FC,€80K,€1K,
S. Takahashi,21,Japan,57,Sanfrecce Hiroshima,€140K,€1K,AS'
C. Miller,19,Scotland,57,Celtic,€200K,€3K,
A. Pucheta,22,Argentina,57,San Martín de San Juan,€120K,€1K,SA'
L. Nash,21,England,57,Gillingham,€160K,€1K,
M. Salmon,28,Republic of Ireland,57,Bray Wanderers,€100K,€1K,
J. Adelson,21,Australia,57,Newcastle Jets,€160K,€1K,OC'
C. Brown,25,United States,57,Houston Dynamo,€100K,€1K,
A. Koita,18,Belgium,57,KAA Gent,€210K,€2K,EU'
F. Britos,21,Argentina,57,Unión de Santa Fe,€170K,€2K,SA'
D. Suga,18,Japan,57,Hokkaido Consadole Sapporo,€220K,€1K,AS'
M. Lansing,23,United States,57,Aalborg BK,€120K,€1K,
F. Pardo,20,Argentina,57,Belgrano de Córdoba,€160K,€1K,SA'
R. Holden,19,Northern Ireland,57,Bristol City,€220K,€3K,
A. Beestin,19,England,57,Doncaster Rovers,€140K,€1K,
P. Millien,31,Haiti,57,Finn Harps,€90K,€1K,NA'
Z. Faour,19,Sweden,57,IK Sirius,€220K,€1K,EU'
D. Minz,18,Germany,57,RB Leipzig,€140K,€4K,EU'
I. Paro,22,Burkina Faso,57,Chamois Niortais FC,€150K,€1K,AF'
T. Iida,22,Japan,57,Shimizu S-Pulse,€120K,€1K,AS'
Ahn Joong Geun,23,Korea Republic,57,Gangwon FC,€140K,€1K,
J. Brown,22,Jamaica,57,Cambridge United,€180K,€3K,NA'
R. Renner,23,Austria,57,SV Mattersburg,€150K,€3K,EU'
A. Pearce,20,Australia,57,Central Coast Mariners,€190K,€1K,OC'
E. Amenyido,19,Germany,57,VVV-Venlo,€220K,€4K,EU'
D. Wilson,20,England,57,Wolverhampton Wanderers,€180K,€6K,
A. Madiani,21,France,57,US Quevilly-Rouen,€150K,€1K,EU'
V. Grodås,25,Norway,57,Sogndal,€110K,€1K,EU'
Kim Dong Gi,28,Korea Republic,57,Pohang Steelers,€110K,€2K,
T. Vialla,21,France,57,AC Ajaccio,€170K,€1K,EU'
J. Balanta,20,Colombia,57,Asociacion Deportivo Cali,€170K,€1K,SA'
Park Yi-Young,23,Korea Republic,57,FC St. Pauli,€140K,€2K,
V. Zigrossi,20,Italy,57,Virtus Entella,€210K,€1K,EU'
A. Samizadeh,18,Iran,57,Kilmarnock,€220K,€1K,AS'
M. Yandaş,22,Turkey,57,Medicana Sivasspor,€150K,€2K,AS'
L. Bezzat,20,Netherlands,57,VVV-Venlo,€180K,€2K,EU'
L. Burke,19,England,57,Wigan Athletic,€200K,€1K,
A. Ba Masoud,21,Saudi Arabia,57,Al Fayha,€180K,€4K,AS'
V. Bogaerts,19,Netherlands,57,VVV-Venlo,€190K,€1K,EU'
T. Demol,19,Belgium,57,Royal Excel Mouscron,€220K,€1K,EU'
B. Taz,18,Germany,57,1. FC Union Berlin,€230K,€3K,EU'
B. Dione,20,Belgium,57,Royal Excel Mouscron,€170K,€2K,EU'
G. Shaw,25,Republic of Ireland,57,Shamrock Rovers,€140K,€1K,
R. Nzeza,18,France,57,Royal Excel Mouscron,€190K,€1K,EU'
N. Castrillón,21,Colombia,57,Corporación Club Deportivo Tuluá,€160K,€1K,SA'
T. Ivanof,19,Belgium,57,KV Kortrijk,€220K,€1K,EU'
A. Maksimenko,21,Russia,57,FC SKA-Energiya Khabarovsk,€180K,€3K,
J. Skomsøy Bjerkås,24,Norway,57,Kristiansund BK,€120K,€1K,EU'
C. González,19,Mexico,57,Club Atlas,€140K,€2K,NA'
J. Pirttijoki,20,Finland,57,GIF Sundsvall,€140K,€1K,EU'
A. Gogić,23,Cyprus,57,Hamilton Academical FC,€130K,€1K,AS'
L. Matarrese,20,Belgium,57,Sint-Truidense VV,€160K,€1K,EU'
C. Mafoumbi,23,France,57,Blackpool,€100K,€1K,EU'
B. Fox,19,England,57,Burton Albion,€220K,€1K,
A. Kovačević,23,Bosnia Herzegovina,57,Korona Kielce,€120K,€1K,
T. Chakwana,18,England,57,Burnley,€190K,€4K,
Y. Ivakin,18,Russia,57,Arsenal Tula,€210K,€2K,
P. Borisov,19,Russia,57,Arsenal Tula,€170K,€2K,
S. Pedersen,18,Norway,57,Stabæk Fotball,€170K,€1K,EU'
I. Al Shehri,21,Saudi Arabia,57,Al Ittihad,€170K,€4K,AS'
O. Jackson,18,England,57,Milton Keynes Dons,€190K,€1K,
A. Hoven,19,Norway,57,Strømsgodset IF,€200K,€1K,EU'
D. Buranov,21,Russia,57,Arsenal Tula,€140K,€3K,
J. Crowe,19,Republic of Ireland,57,Limerick FC,€200K,€2K,
S. Akinola,24,Nigeria,57,Barnet,€140K,€2K,AF'
C. Hendry,19,Scotland,57,St. Johnstone FC,€220K,€1K,
E. Andersson,20,Sweden,57,Malmö FF,€180K,€1K,EU'
Jung Seung Yong,26,Korea Republic,57,Gangwon FC,€100K,€1K,
T. Conlon,21,England,57,Stevenage,€170K,€2K,
N. Mingiedi,19,Belgium,57,Sporting Lokeren,€160K,€1K,EU'
A. Borkovic,18,Austria,57,FK Austria Wien,€190K,€2K,EU'
V. Karakuş,19,Turkey,57,Kayserispor,€180K,€1K,AS'
M. Pais,26,United States,57,Toronto FC,€100K,€1K,
N. Al Shenashini,21,Saudi Arabia,57,Al Nassr,€180K,€4K,AS'
D. Barlaser,20,Turkey,57,Newcastle United,€230K,€6K,AS'
S. Shome,19,Canada,57,Montreal Impact,€180K,€1K,NA'
A. Andreasson,23,Sweden,57,Jönköpings Södra IF,€140K,€1K,EU'
K. Al Muwallad,22,Saudi Arabia,57,Ohod Club,€130K,€3K,AS'
R. Etheridge,22,England,57,Doncaster Rovers,€120K,€1K,
N. Besler,24,United States,57,Real Salt Lake,€140K,€1K,
M. Al Haidari,21,Saudi Arabia,57,Al Hilal,€130K,€3K,AS'
T. Fukumitsu,25,Japan,57,Cerezo Osaka,€110K,€1K,AS'
C. Calderón,20,Mexico,57,Club Atlas,€180K,€2K,NA'
T. Kishimoto,19,Japan,57,Cerezo Osaka,€220K,€1K,AS'
K. Rüegg,18,Switzerland,57,FC Zürich,€190K,€1K,EU'
E. Öztürk,21,Germany,57,Kayserispor,€160K,€2K,EU'
M. Nilsson,23,Sweden,57,Halmstads BK,€110K,€1K,EU'
J. Thorniley,20,England,57,Accrington Stanley,€160K,€5K,
R. Jendrusch,21,Germany,57,FC Erzgebirge Aue,€130K,€1K,EU'
Dudu,21,Brazil,57,Kashiwa Reysol,€160K,€2K,SA'
M. Jackson,26,England,57,Newport County,€120K,€2K,
D. Cogill,19,England,57,Huddersfield Town,€160K,€3K,
N. Herranz,23,Argentina,57,Bahía Blanca,€130K,€1K,SA'
K. Wootton,20,England,57,Stevenage,€150K,€2K,
D. López,17,Mexico,57,Club Tijuana,€170K,€2K,NA'
D. Margush,19,Australia,57,Adelaide United,€180K,€1K,OC'
S. Haugen,19,Norway,57,Odds BK,€200K,€1K,EU'
C. Yıldız,22,Germany,57,İstanbul Başakşehir FK,€140K,€3K,EU'
A. Yarmolitskiy,23,Russia,57,Arsenal Tula,€140K,€3K,
T. Akahoshi,33,Japan,57,Sagan Tosu,€50K,€1K,AS'
N. Trott,18,England,57,West Ham United,€170K,€3K,
R. Lowry,23,Australia,57,Wellington Phoenix,€120K,€1K,OC'
T. Muramatsu,27,Japan,57,Shimizu S-Pulse,€90K,€1K,AS'
S. Smith,19,England,57,Reading,€220K,€3K,
B. Ashley-Seal,18,England,57,Norwich City,€140K,€3K,
E. Monthe,22,Cameroon,57,Forest Green,€120K,€2K,AF'
B. Vliet,19,Netherlands,57,NAC Breda,€170K,€1K,EU'
T. Clarke,19,Republic of Ireland,57,Shamrock Rovers,€220K,€1K,
R. Menayese,19,Wales,57,Bristol Rovers,€130K,€1K,
T. Sufyani,25,Saudi Arabia,57,Ettifaq FC,€130K,€3K,AS'
S. Mavididi,19,England,57,Preston North End,€200K,€8K,
M. Djenepo,19,Mali,57,Standard de Liège,€220K,€1K,AF'
H. Smith,22,England,57,Swindon Town,€170K,€5K,
L. Plogmann,17,Germany,57,Werder Bremen II,€190K,€1K,EU'
R. Kaib,20,Sweden,57,IF Elfsborg,€160K,€1K,EU'
S. Adrian,19,Sweden,57,Malmö FF,€180K,€1K,EU'
N. Awassi,19,Germany,57,SG Dynamo Dresden,€200K,€1K,EU'
C. Omeje,27,Nigeria,57,AFC Eskilstuna,€120K,€1K,AF'
G. Mancuso,19,Argentina,57,Vélez Sarsfield,€180K,€1K,SA'
I. Dresevic,20,Sweden,57,IF Elfsborg,€160K,€1K,EU'
D. Mitov,20,Bulgaria,56,Cambridge United,€110K,€2K,EU'
M. Pałaszewski,19,Poland,56,Śląsk Wrocław,€150K,€1K,EU'
J. Maddison,22,England,56,Yeovil Town,€110K,€1K,
A. Edun,19,England,56,Fulham,€190K,€3K,
L. Nilsen,22,Norway,56,Tromsø IL,€130K,€1K,EU'
R. Broom,20,Wales,56,Bristol Rovers,€130K,€1K,
L. de la Torre,19,United States,56,Fulham,€190K,€3K,
W. Tomlinson,19,England,56,Blackburn Rovers,€190K,€1K,
W. Percevaux,18,France,56,US Orléans Loiret Football,€110K,€1K,EU'
K. Duncan,19,United States,56,Valenciennes FC,€140K,€1K,
D. Kelly-Evans,20,England,56,Coventry City,€200K,€2K,
J. Pourtau,17,Argentina,56,Estudiantes de La Plata,€150K,€1K,SA'
B. Brusselers,18,Netherlands,56,NAC Breda,€190K,€1K,EU'
F. Scarsella,27,Italy,56,Cremonese,€90K,€1K,EU'
J. Lumley,22,England,56,Queens Park Rangers,€110K,€3K,
M. Berisha,19,Kosovo,56,LASK Linz,€200K,€3K,
M. Schillings,19,Belgium,56,KAS Eupen,€180K,€1K,EU'
K. Okanishi,26,Japan,56,Ventforet Kofu,€80K,€1K,AS'
M. Nicolas,19,Germany,56,Borussia Mönchengladbach,€160K,€1K,EU'
A. Diakhate,18,Senegal,56,Fiorentina,€180K,€4K,AF'
C. Fernandez,20,United States,56,Chicago Fire Soccer Club,€160K,€1K,
Jo Yong Jae,19,Korea Republic,56,Daegu FC,€160K,€1K,
Y. Frick,19,Liechtenstein,56,Perugia,€200K,€1K,EU'
J. Montaño,24,Colombia,56,Atletico Nacional Medellin,€100K,€1K,SA'
C. McGuigan,27,Republic of Ireland,56,Drogheda United,€90K,€1K,
D. Sauerland,20,Germany,56,Borussia Dortmund,€160K,€5K,EU'
A. Al Amoudi,30,Saudi Arabia,56,Ohod Club,€90K,€3K,AS'
A. Dossena,18,Italy,56,Perugia,€170K,€1K,EU'
D. Jończy,20,Poland,56,Zagłębie Lubin,€160K,€1K,EU'
T. Owen-Evans,20,Wales,56,Newport County,€200K,€1K,
S. Ingelsson,19,Sweden,56,Udinese,€190K,€2K,EU'
M. Pejić,22,Croatia,56,FK Austria Wien,€100K,€3K,EU'
J. Soladio,19,Belgium,56,KV Mechelen,€160K,€2K,EU'
C. Carletti,20,Italy,56,Carpi,€140K,€1K,EU'
M. Layer,18,Germany,56,VfR Aalen,€150K,€1K,EU'
L. Marseiler,20,Germany,56,SpVgg Unterhaching,€150K,€1K,EU'
L. Maloney,17,Germany,56,1. FC Union Berlin,€180K,€2K,EU'
R. Åstedt,21,Sweden,56,AFC Eskilstuna,€100K,€1K,EU'
Y. Kato,19,Japan,56,Omiya Ardija,€160K,€1K,AS'
A. Kalabane,21,Guinea,56,AFC Eskilstuna,€130K,€1K,AF'
W. De Havilland,22,England,56,Wycombe Wanderers,€110K,€2K,
V. Kusej,17,Czech Republic,56,SG Dynamo Dresden,€200K,€2K,EU'
J. Neumann,19,Germany,56,Hallescher FC,€140K,€1K,EU'
G. O'Brien,32,Republic of Ireland,56,St. Patrick's Athletic,€50K,€1K,
R. Mierez,20,Argentina,56,Club Atlético Tigre,€200K,€2K,SA'
P. Schmidt,18,Austria,56,FC Admira Wacker Mödling,€190K,€1K,EU'
E. Wearen,24,Republic of Ireland,56,Bohemian FC,€120K,€1K,
D. Olsson,20,Sweden,56,IF Elfsborg,€130K,€1K,EU'
M. Østvold,19,Norway,56,Stabæk Fotball,€140K,€1K,EU'
D. Devine,19,England,56,Bradford City,€130K,€1K,
Y. Ben El-Mhanni,21,England,56,Newcastle United,€140K,€6K,
Y. Maleh,18,Italy,56,Cesena,€180K,€1K,EU'
H. Isted,20,England,56,Luton Town,€160K,€2K,
R. Watson,23,England,56,Barnet,€120K,€2K,
J. Hatlehol,20,Norway,56,Aalesunds FK,€130K,€1K,EU'
E. Robson,20,England,56,Sunderland,€140K,€1K,
M. McInally,19,Scotland,56,Partick Thistle F.C.,€140K,€1K,
L. Reis,17,Netherlands,56,FC Groningen,€180K,€1K,EU'
J. McDonagh,21,Northern Ireland,56,Sligo Rovers,€150K,€1K,
T. van de Looi,17,Netherlands,56,FC Groningen,€180K,€1K,EU'
A. Rawls,25,United States,56,New York City Football Club,€90K,€1K,
Lee Myeong Geon,22,Korea Republic,56,Pohang Steelers,€110K,€1K,
J. Dolný,25,Slovakia,56,Derry City,€110K,€1K,
